#
#"a"	"SZmin(2),Zmax(1) - deg [Mag]"	"SZmin(2),Zmax(1) - deg [Pha in deg.]"
#-------------------------------------------------------------------------
139.00000000000	0.91875279429047	-90.279994916603
140.00000000000	0.91827892397213	-88.708463753111
141.00000000000	0.91891897520625	-86.908038985619
142.00000000000	0.91972042254924	-85.146708127985
143.00000000000	0.92004697392535	-83.471008951704
144.00000000000	0.92138292054187	-81.614459444622
145.00000000000	0.92157132598415	-79.810212676006
146.00000000000	0.92232919410246	-78.033308467901
147.00000000000	0.92263966804553	-76.226514609874
148.00000000000	0.92301326273798	-74.395021341552
149.00000000000	0.92354504390124	-72.497532572510
150.00000000000	0.92383501386535	-70.576175449529
151.00000000000	0.92406609262438	-68.643129464008
152.00000000000	0.92438715399484	-66.570481622183
153.00000000000	0.92446120341583	-64.609944102974
154.00000000000	0.92461743688041	-62.447164852832
155.00000000000	0.92465832175543	-60.388009852128
156.00000000000	0.92452126175519	-58.166799667661
157.00000000000	0.92437507898862	-55.922489704940
158.00000000000	0.92434551956235	-53.626396343752
159.00000000000	0.92431918500173	-51.334109615826
160.00000000000	0.92456879497805	-48.907751486523
161.00000000000	0.92446567052581	-46.373393124996
162.00000000000	0.92433017872740	-43.973923927144
163.00000000000	0.92449307738553	-41.447306887792
164.00000000000	0.92453360728773	-38.925546349978
165.00000000000	0.92237317898785	-36.415027138248
166.00000000000	0.92445016821111	-33.854521723218
167.00000000000	0.92443295040321	-31.352313005171
168.00000000000	0.92462258691806	-28.880829568712
169.00000000000	0.92448828518802	-26.424787186110
170.00000000000	0.92474023014401	-24.135594015293
171.00000000000	0.92441924030308	-21.847298763676
172.00000000000	0.92439865931437	-19.625215906996
173.00000000000	0.92425497258659	-17.469281144664
174.00000000000	0.92398709140503	-15.228911052904
175.00000000000	0.92364166406943	-13.217620152064
176.00000000000	0.92217085745308	-10.863292451930
177.00000000000	0.92296419633209	-8.9379632780843
178.00000000000	0.92142907175162	-7.0292184619591
179.00000000000	0.92119945054142	-4.8874317636947
